dataset,origin,timestamp,spectral_entropy,acf24,acf168,level_shift,gain_pct_f0
bike,3864,2012-06-25T00:00:00,0.5553133387802351,0.7786278694272388,0.9420867247286444,0.11947652850178186,-0.21808599480467986
bike,3888,2012-06-26T00:00:00,0.5591815846555708,0.7378898594635066,0.9332939790249746,0.04185511976576768,-1.4339137039883574
bike,3912,2012-06-27T00:00:00,0.5465438077431224,0.7475777407459616,0.9450130098505054,0.07298909800261756,4.083357732238226
bike,3936,2012-06-28T00:00:00,0.539528999925949,0.7484254144475602,0.943431483901424,0.032801877647018474,-4.54207627873174
bike,3960,2012-06-29T00:00:00,0.557239026546418,0.7495115766633565,0.9511878353669545,0.03950830804947362,-23.53134802676572
bike,3984,2012-06-30T00:00:00,0.5601621318552744,0.7768326870690667,0.9639418204875648,0.07423800444260029,-3.589014775891606
bike,4008,2012-07-01T00:00:00,0.5576535705368866,0.7068781179276731,0.9289229131589434,0.06915932617750509,-2.450360076056508
bike,4032,2012-07-02T00:00:00,0.5632727018898125,0.7803340298686081,0.8932018118271898,0.13017784399492882,3.4252804593114194
bike,4056,2012-07-03T00:00:00,0.5603181425572417,0.7606481327653443,0.9134169759631687,0.14660977752270174,1.2410423916669326
bike,4080,2012-07-04T00:00:00,0.5480707823643807,0.7591746604954279,0.9126621408191509,0.14467489469044822,-35.26462263808185
bike,4104,2012-07-05T00:00:00,0.5359821997312766,0.7089783481676354,0.7545370645450988,0.10481391419712555,15.416491232428978
bike,4128,2012-07-06T00:00:00,0.5327897630641447,0.6830848160471623,0.7478983243759671,0.12090650191227453,14.749508134328822
bike,4152,2012-07-07T00:00:00,0.5373143374095007,0.7380561934829621,0.7368244980198915,0.07815040308014651,9.673813860680973
bike,4176,2012-07-08T00:00:00,0.5405623268357562,0.6881982991568267,0.7400829958454979,0.14301099251109478,0.7223862395572428
bike,4200,2012-07-09T00:00:00,0.5526714786179979,0.7399235416125733,0.7835880050967927,0.22046385926551865,2.6131251959343267
bike,4224,2012-07-10T00:00:00,0.5706736158777602,0.6980162170887162,0.7872168821703671,0.23211663432563262,0.2790744019178212
bike,4248,2012-07-11T00:00:00,0.5810098493168381,0.6859789288550235,0.7764058169129716,0.21909864016495004,15.950529158012582
bike,4272,2012-07-12T00:00:00,0.585115435060406,0.6819080722166274,0.7350791188532019,0.07014159247257469,1.8595551140091804
bike,4296,2012-07-13T00:00:00,0.5831301952691248,0.6988240997008952,0.7612409752425633,0.14007387257481735,4.244924934265244
bike,4320,2012-07-14T00:00:00,0.5709621981155455,0.725202529351334,0.7881237832744012,0.17895375796417304,3.797343664208598
bike,4344,2012-07-15T00:00:00,0.5589367836143979,0.7010586674818472,0.7411753851779294,0.1475950732893102,10.310800470687088
bike,4368,2012-07-16T00:00:00,0.5448374277268935,0.7327376672701014,0.7350416553400838,0.11411002793892656,15.202819771322911
bike,4392,2012-07-17T00:00:00,0.5341022723879746,0.6851766323575974,0.7309626091382655,0.1124161872645453,-0.2842176243879926
bike,4416,2012-07-18T00:00:00,0.5386838456792741,0.7539321910700395,0.7300490750962015,0.12115133866131396,-3.4202487401436255
bike,4440,2012-07-19T00:00:00,0.5498189544175017,0.782398432415696,0.855537860806183,0.14699067273182373,1.2194363480501498
bike,4464,2012-07-20T00:00:00,0.5593392618127074,0.7767774444991935,0.8745526052073798,0.12461040153140204,-5.930896481233453
bike,4488,2012-07-21T00:00:00,0.559933139495646,0.7883942028752069,0.8349148651464182,0.0455084277042514,19.238385926327894
bike,4512,2012-07-22T00:00:00,0.556491452120724,0.755999421074335,0.8325941402858428,0.14002523582572765,23.741350813556984
bike,4536,2012-07-23T00:00:00,0.5634482525749082,0.7632991309335908,0.8576598830175992,0.1309148127248144,7.3775166293157515
bike,4560,2012-07-24T00:00:00,0.563561929666469,0.7108665298282761,0.8606946906271067,0.1345401235022271,-5.43567481866499
bike,4584,2012-07-25T00:00:00,0.5521980978453673,0.716940634385623,0.8634374900770885,0.11920704841540262,-0.8683851931361267
bike,4608,2012-07-26T00:00:00,0.5585469978977364,0.7193437220758339,0.8449943708933176,0.03445008955028412,9.733036261640116
bike,4632,2012-07-27T00:00:00,0.58819980933891,0.7236290662716318,0.8459667268003863,0.03113084186799306,7.801506928125061
bike,4656,2012-07-28T00:00:00,0.5969197546603373,0.7487198148473904,0.8590226682788824,0.09918657729742625,0.26097749455421526
bike,4680,2012-07-29T00:00:00,0.5883690813793506,0.7024527238890397,0.9257217045220054,0.2645798990726962,13.371823030073804
